@RELATION audio_models/svm/svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {lie,truth}

@DATA
0.131251,0.004064,2.893989,0.222196,0.205683,0.578057,0.007535,0.040081,-35.795528,1.942883,-0.055729,-0.096904,-0.091464,0.336766,-0.133835,0.132439,-0.103726,-0.004433,-0.095805,-0.090388,-0.060447,0.025118,0.004991,0.020502,0.010499,0.029480,0.008900,0.018308,0.002529,0.005996,0.012650,0.013039,0.006467,0.015105,0.061186,0.007174,0.370246,0.085715,0.049020,0.403751,0.006617,0.055614,3.971585,0.866368,0.595726,0.449581,0.376762,0.304763,0.260358,0.230662,0.226801,0.205380,0.194603,0.179552,0.186666,0.027077,0.005058,0.018536,0.009994,0.024222,0.008454,0.015735,0.003098,0.005393,0.011846,0.010590,0.006982,0.008994,lie
0.054813,0.019836,2.973492,0.138699,0.166460,0.352955,0.011706,0.063336,-30.407011,1.923754,-0.100451,0.030233,-0.493610,0.121083,-0.056951,-0.088138,-0.149168,-0.196110,0.022088,-0.166894,-0.366551,0.034936,0.005277,0.017960,0.009044,0.021109,0.012417,0.010052,0.003962,0.006762,0.015219,0.034383,0.018457,0.025424,0.035389,0.022521,0.401736,0.058424,0.049709,0.336351,0.009031,0.059930,5.585914,1.048501,0.689039,0.449589,0.438275,0.424184,0.323730,0.323615,0.274018,0.279235,0.267587,0.288643,0.314671,0.036068,0.006673,0.022328,0.012039,0.021669,0.016685,0.011380,0.007429,0.009241,0.016506,0.030243,0.025399,0.012688,lie
0.069491,0.012190,2.878628,0.170375,0.189369,0.422746,0.012082,0.052518,-33.959863,1.800434,0.234235,-0.046386,-0.337073,0.018975,-0.170346,-0.297898,-0.201509,-0.338330,-0.037600,-0.193360,0.073853,0.009994,0.002578,0.021617,0.051897,0.036981,0.016477,0.020040,0.002333,0.008804,0.013289,0.011908,0.004036,0.028140,0.044430,0.014522,0.541125,0.067972,0.051020,0.350544,0.012975,0.055962,5.274532,0.933491,0.485534,0.524611,0.525374,0.376776,0.334990,0.294266,0.301738,0.349701,0.326617,0.294187,0.239056,0.010945,0.003278,0.021932,0.055269,0.038692,0.022397,0.021724,0.003357,0.013243,0.015184,0.011843,0.005232,0.017101,lie
0.062520,0.034755,2.907947,0.123742,0.150519,0.416866,0.012213,0.073726,-27.900456,2.092541,-0.051014,-0.145993,-0.593969,-0.044590,-0.062636,-0.127880,-0.199292,-0.000380,-0.197274,0.042800,-0.018774,0.018725,0.007624,0.017254,0.012920,0.021625,0.017996,0.017893,0.004228,0.013135,0.012388,0.017114,0.007457,0.018367,0.043603,0.030727,0.452334,0.052573,0.045300,0.400698,0.008573,0.068181,4.366298,1.112820,0.860224,0.476112,0.514433,0.425059,0.391199,0.312585,0.329693,0.285630,0.271668,0.230657,0.220846,0.019413,0.010496,0.018034,0.015438,0.024480,0.022209,0.021032,0.007389,0.015179,0.014087,0.018758,0.010384,0.011222,lie
0.064946,0.005168,2.868052,0.127659,0.152218,0.500613,0.008846,0.075964,-31.265427,1.861095,0.472845,-0.260544,-0.605635,0.287477,-0.149901,-0.014326,-0.020199,0.005588,0.064893,0.004636,-0.109188,0.029531,0.009256,0.019285,0.009378,0.018802,0.010920,0.020167,0.004088,0.012640,0.017462,0.012275,0.009868,0.016576,0.041836,0.006229,0.413342,0.055724,0.051439,0.385525,0.006388,0.063994,4.902676,0.958426,0.711424,0.524019,0.628219,0.348866,0.274973,0.276883,0.297929,0.249016,0.228016,0.190581,0.198468,0.029803,0.010985,0.018155,0.010876,0.016985,0.011965,0.020080,0.006285,0.015378,0.016834,0.010653,0.012050,0.009252,lie
0.060593,0.007016,2.885813,0.163946,0.190325,0.370662,0.009980,0.036285,-33.944488,2.385515,0.048962,-0.007166,-0.498932,-0.055647,-0.026063,0.015756,-0.223715,-0.099952,-0.041419,-0.130132,-0.010955,0.028700,0.007703,0.018754,0.017567,0.038923,0.014497,0.026557,0.002789,0.008913,0.010422,0.018099,0.009440,0.024303,0.034846,0.008770,0.410241,0.061044,0.045295,0.293576,0.007281,0.035926,4.054447,0.813295,0.525832,0.408380,0.455346,0.316665,0.309337,0.279160,0.294325,0.238248,0.219335,0.176011,0.170046,0.024060,0.010473,0.017664,0.020697,0.028246,0.017023,0.022970,0.004096,0.010843,0.012240,0.019483,0.012135,0.009857,truth
0.056389,0.008536,2.933714,0.164233,0.191201,0.327510,0.008800,0.036285,-34.220899,2.440648,0.100155,-0.017540,-0.359379,-0.075690,-0.171596,0.063573,-0.164628,-0.105013,-0.013412,-0.102687,-0.013846,0.028697,0.005117,0.022936,0.018483,0.028816,0.015292,0.028651,0.003562,0.008824,0.016475,0.019534,0.009652,0.022397,0.027064,0.009987,0.325875,0.045915,0.040732,0.275638,0.005649,0.038092,3.683043,0.712956,0.460346,0.383779,0.425617,0.305763,0.263342,0.292831,0.238603,0.222217,0.202289,0.165978,0.169134,0.023743,0.006404,0.021264,0.017912,0.022149,0.016181,0.023909,0.006486,0.009858,0.019381,0.016061,0.011647,0.008837,truth
0.058658,0.008204,2.884525,0.141734,0.173560,0.434651,0.014938,0.060268,-32.838535,2.069996,0.241977,0.428879,-0.411841,0.162506,-0.049188,0.006771,-0.112467,0.014692,-0.264759,0.159930,-0.060994,0.013438,0.003764,0.025642,0.024175,0.042809,0.012174,0.025682,0.002349,0.005263,0.018143,0.016966,0.006658,0.023023,0.039205,0.009848,0.459199,0.059497,0.048022,0.374681,0.018796,0.060475,4.935814,0.960895,0.634974,0.442703,0.504588,0.351284,0.308188,0.287198,0.255913,0.259216,0.242366,0.237577,0.194634,0.015055,0.005161,0.026140,0.027109,0.036143,0.014413,0.025017,0.003564,0.006056,0.018232,0.016902,0.009377,0.011715,truth
0.053687,0.008161,2.840536,0.126633,0.164185,0.394810,0.010822,0.065008,-31.473963,2.223787,0.234808,0.309135,-0.540669,0.079754,-0.011769,0.010627,-0.168186,-0.030707,-0.316263,0.167288,-0.063489,0.013307,0.002935,0.026191,0.034672,0.042859,0.011959,0.019778,0.002222,0.005285,0.019691,0.018311,0.005966,0.023194,0.039271,0.010369,0.450152,0.048147,0.043443,0.377123,0.008003,0.064896,4.478808,0.934992,0.672011,0.435334,0.494650,0.350641,0.325791,0.304890,0.276821,0.266736,0.260964,0.248181,0.199918,0.015947,0.003810,0.025532,0.034080,0.037315,0.013638,0.020570,0.003705,0.006147,0.019550,0.019041,0.007744,0.012026,truth
0.057104,0.012095,2.820185,0.119060,0.152843,0.348732,0.011412,0.071701,-30.080931,2.216570,0.078108,0.040976,-0.474354,-0.095896,0.039934,-0.011143,-0.272463,-0.358081,-0.068573,-0.058432,-0.085009,0.026743,0.005728,0.027120,0.024359,0.026356,0.018252,0.016822,0.002424,0.007676,0.012743,0.020607,0.004774,0.022431,0.046577,0.013974,0.482353,0.054703,0.045737,0.356315,0.008254,0.067474,4.917984,1.080790,0.726217,0.512585,0.501738,0.408398,0.390342,0.295620,0.309124,0.267985,0.238036,0.214603,0.209587,0.028095,0.007344,0.027712,0.027346,0.027966,0.020320,0.016622,0.003640,0.009258,0.013172,0.021052,0.007023,0.012656,truth
0.053297,0.006591,2.833645,0.121775,0.159320,0.336163,0.010523,0.061260,-31.302393,2.358313,0.144040,0.141477,-0.404873,-0.096059,-0.075108,-0.026124,-0.332668,-0.334076,-0.091450,-0.073864,-0.046760,0.035970,0.004516,0.026609,0.021175,0.024266,0.020938,0.021472,0.002065,0.009658,0.012501,0.020767,0.004731,0.023446,0.040064,0.007708,0.483068,0.054130,0.047718,0.332789,0.007592,0.057143,4.446724,1.018837,0.689314,0.492106,0.494007,0.360427,0.353162,0.297236,0.300204,0.265263,0.225054,0.195979,0.200412,0.034303,0.005682,0.025337,0.023562,0.024202,0.023080,0.019484,0.003319,0.011117,0.012288,0.019739,0.006158,0.012445,truth
0.068340,0.004905,2.952185,0.166430,0.186851,0.507624,0.008626,0.054356,-34.020901,1.762871,0.041892,-0.117705,-0.466382,0.393075,-0.180085,-0.096242,-0.241894,0.031181,-0.014698,-0.031378,-0.060420,0.011607,0.005149,0.014729,0.018793,0.039159,0.019388,0.022053,0.005595,0.008348,0.011658,0.012167,0.007681,0.019530,0.035684,0.006518,0.432487,0.062822,0.048485,0.344056,0.006618,0.045927,4.793458,0.866319,0.610458,0.417781,0.427983,0.394018,0.335562,0.296920,0.277859,0.246721,0.216619,0.212511,0.176659,0.012185,0.006211,0.013656,0.020246,0.032610,0.023146,0.019401,0.008143,0.009584,0.012213,0.012841,0.009388,0.011104,truth
0.064019,0.004182,2.995041,0.156334,0.181834,0.478567,0.008097,0.055636,-32.707500,2.051237,0.217215,-0.077359,-0.415810,0.488577,-0.111038,0.025137,-0.196495,-0.019779,0.108870,-0.023237,-0.021806,0.011181,0.004582,0.013148,0.017677,0.051288,0.017055,0.028719,0.005569,0.007016,0.010861,0.011988,0.007341,0.020695,0.037129,0.004938,0.339913,0.064693,0.050595,0.338072,0.005488,0.053002,4.610107,0.867982,0.570103,0.426779,0.439666,0.405997,0.342145,0.263133,0.264716,0.240470,0.210890,0.199428,0.183652,0.010864,0.005906,0.011014,0.018017,0.041258,0.018776,0.021861,0.007813,0.008152,0.010132,0.010488,0.008209,0.011116,truth
0.034884,0.014283,2.946295,0.136521,0.177419,0.277295,0.012128,0.036326,-30.997406,2.549576,-0.015853,0.244753,-0.004848,-0.089003,0.160717,-0.091355,-0.005940,-0.204517,-0.066968,0.014469,-0.081013,0.014392,0.007199,0.011125,0.011291,0.056849,0.025728,0.030580,0.001562,0.005185,0.022588,0.019675,0.007631,0.029076,0.028210,0.014079,0.403462,0.059764,0.051841,0.310767,0.012044,0.038929,5.205531,0.878060,0.716157,0.377994,0.399695,0.286435,0.338132,0.293295,0.243542,0.251294,0.233441,0.194808,0.181556,0.015736,0.011593,0.011519,0.015244,0.044578,0.029285,0.022263,0.002143,0.007089,0.025351,0.026122,0.009354,0.013365,truth
0.055116,0.015573,2.922894,0.131795,0.165780,0.388013,0.009692,0.062789,-29.748151,2.326098,0.116982,-0.125585,-0.228883,-0.134038,0.064292,-0.090985,0.073122,-0.323826,-0.064647,-0.016174,-0.092276,0.015204,0.007143,0.018939,0.029079,0.038861,0.029503,0.026452,0.001752,0.007547,0.008692,0.012940,0.008846,0.024149,0.034769,0.016882,0.383284,0.044519,0.042068,0.331595,0.006648,0.061802,4.531096,0.825068,0.663137,0.454638,0.390558,0.338146,0.318662,0.282592,0.256807,0.242449,0.245765,0.219584,0.189544,0.014056,0.009477,0.017923,0.033251,0.034457,0.032218,0.022372,0.002297,0.011006,0.009234,0.012938,0.010949,0.012824,truth
0.061121,0.025903,2.916190,0.144334,0.168061,0.388856,0.011044,0.064443,-30.712643,1.998167,0.046587,-0.016121,-0.321674,-0.014635,0.047156,-0.095086,-0.053685,-0.301664,-0.097889,-0.095355,-0.063374,0.014693,0.006990,0.030042,0.032426,0.037781,0.011691,0.014788,0.003239,0.006330,0.012389,0.012083,0.004641,0.023593,0.042565,0.025703,0.436198,0.057533,0.047997,0.311797,0.008803,0.063129,5.404716,1.015903,0.689477,0.497351,0.431111,0.372051,0.352401,0.328126,0.267715,0.284155,0.233085,0.204283,0.208576,0.017851,0.010714,0.028901,0.033062,0.034698,0.014612,0.015087,0.005088,0.008008,0.015077,0.013617,0.006223,0.013199,truth
0.059002,0.024623,2.851628,0.124958,0.155744,0.382318,0.011399,0.068631,-29.450805,2.103383,-0.007546,-0.091354,-0.366616,-0.050884,0.104543,-0.134168,-0.007047,-0.328056,-0.106323,-0.109799,-0.122400,0.021930,0.007972,0.029336,0.025559,0.026189,0.013566,0.016151,0.002777,0.007931,0.011320,0.015450,0.008709,0.020627,0.043987,0.025935,0.463436,0.051004,0.046720,0.331897,0.008305,0.065324,5.499870,1.080270,0.747210,0.538315,0.484706,0.411874,0.365289,0.364962,0.323183,0.281576,0.233551,0.216648,0.226727,0.021872,0.011032,0.030791,0.029096,0.025956,0.016216,0.016725,0.003825,0.009242,0.012491,0.017377,0.011782,0.012070,truth
0.054258,0.005062,2.890191,0.124410,0.158607,0.361533,0.011072,0.060610,-31.127831,2.473286,0.090311,-0.195518,-0.578954,0.291754,-0.157516,0.198663,-0.140730,-0.066618,-0.115165,-0.079423,-0.051466,0.029580,0.012113,0.028120,0.018305,0.023542,0.010120,0.017048,0.003701,0.011616,0.013295,0.015675,0.007120,0.020377,0.043790,0.006583,0.403537,0.049133,0.039142,0.365745,0.007865,0.062272,3.958754,0.959096,0.704960,0.459846,0.511923,0.409513,0.316012,0.302096,0.281311,0.232145,0.261912,0.210885,0.218352,0.031574,0.014888,0.024426,0.022132,0.022219,0.013430,0.018439,0.005401,0.015244,0.014531,0.018040,0.009380,0.011996,truth
0.050578,0.009283,2.883338,0.125691,0.164057,0.370250,0.011653,0.053859,-30.764599,2.580489,0.189350,-0.401149,-0.423186,0.345843,-0.186643,0.309703,-0.191475,-0.075421,-0.146170,0.049172,-0.120547,0.026104,0.012215,0.028977,0.019539,0.027420,0.015567,0.020771,0.003428,0.008816,0.013867,0.014365,0.007563,0.021259,0.039648,0.011574,0.368754,0.055602,0.044380,0.383820,0.007470,0.057859,3.698284,1.000567,0.832754,0.456464,0.475318,0.388222,0.313830,0.310977,0.286585,0.256991,0.230460,0.211487,0.196139,0.026346,0.017005,0.026712,0.022248,0.023821,0.018910,0.019181,0.006181,0.011234,0.016455,0.015505,0.011375,0.010164,truth
0.061075,0.007015,2.924149,0.126153,0.155780,0.414965,0.013039,0.070498,-30.928241,2.072752,0.029831,-0.498747,-0.525002,0.468180,-0.337180,-0.154745,-0.363585,-0.078044,-0.082528,-0.101634,-0.152162,0.030815,0.006202,0.015871,0.011175,0.021532,0.019585,0.015884,0.007242,0.006629,0.011992,0.024364,0.009002,0.021824,0.043059,0.008291,0.443944,0.049684,0.042163,0.387519,0.010092,0.064656,3.789021,1.058976,0.630325,0.570325,0.438210,0.452137,0.349780,0.337671,0.285953,0.277998,0.274574,0.259457,0.262309,0.034451,0.008557,0.017506,0.013157,0.021521,0.023668,0.019441,0.012496,0.008687,0.013425,0.024954,0.011969,0.012844,truth
0.054845,0.006941,2.916129,0.122410,0.157152,0.412502,0.018308,0.066474,-30.994503,2.201712,0.151475,-0.475506,-0.432399,0.347698,-0.297526,-0.000183,-0.287646,-0.108407,-0.043412,0.000187,-0.139995,0.021325,0.004109,0.013195,0.014516,0.021847,0.014007,0.013491,0.003720,0.010681,0.020703,0.031529,0.005374,0.019669,0.039752,0.008688,0.446801,0.052654,0.048848,0.377808,0.025164,0.060453,4.620221,1.051640,0.658865,0.600713,0.492646,0.451415,0.323326,0.305855,0.272028,0.270748,0.245144,0.226293,0.233955,0.023750,0.005412,0.012942,0.017384,0.023550,0.016668,0.013825,0.005623,0.012360,0.021602,0.033289,0.007546,0.011414,truth
0.072644,0.003196,2.934152,0.187255,0.193240,0.478129,0.007978,0.050609,-35.215924,2.084553,0.095658,-0.194171,-0.249881,0.243398,-0.168227,0.156443,-0.117563,-0.011107,-0.077230,-0.027277,-0.076428,0.023570,0.008402,0.023736,0.014982,0.035842,0.010192,0.019209,0.002275,0.006999,0.013746,0.014456,0.007600,0.019822,0.043109,0.004865,0.390178,0.075268,0.051708,0.372841,0.006050,0.060597,4.952480,0.860695,0.610483,0.461488,0.459590,0.345006,0.286999,0.290777,0.233195,0.222951,0.204453,0.181209,0.174981,0.023344,0.011002,0.019865,0.016271,0.025695,0.011056,0.017448,0.003003,0.007251,0.014254,0.013632,0.009550,0.009185,truth
0.066499,0.004726,2.923391,0.164790,0.181967,0.448196,0.008737,0.054069,-34.054354,2.077772,0.047152,-0.258534,-0.182863,0.235697,-0.169604,0.145604,-0.151218,-0.014592,-0.089755,-0.010684,-0.065663,0.021146,0.007343,0.022978,0.017063,0.030102,0.013177,0.022703,0.003229,0.008187,0.015804,0.014316,0.007325,0.019210,0.040663,0.006703,0.392012,0.071881,0.052783,0.361750,0.006689,0.055185,5.205049,0.886237,0.690926,0.517605,0.426486,0.368798,0.299721,0.312278,0.255663,0.258368,0.224596,0.192659,0.186654,0.021527,0.009399,0.021020,0.017990,0.025307,0.015167,0.020311,0.004770,0.009777,0.015360,0.013742,0.009183,0.009128,truth
0.076288,0.007821,2.778150,0.136051,0.154471,0.558762,0.009406,0.090718,-30.819905,1.749340,0.068220,0.172155,-0.251218,-0.129934,-0.064521,0.088737,-0.234269,0.154826,-0.479178,0.107388,-0.074340,0.020620,0.008308,0.031407,0.014168,0.020025,0.009288,0.015167,0.002895,0.012940,0.011269,0.012147,0.005283,0.017089,0.050735,0.010681,0.485047,0.057581,0.046400,0.440399,0.006922,0.075656,5.337933,1.257181,0.789044,0.483218,0.455001,0.375236,0.336078,0.321695,0.269107,0.274059,0.281704,0.207419,0.193284,0.023059,0.012434,0.030767,0.016107,0.020037,0.010316,0.016196,0.003441,0.013990,0.011902,0.012865,0.007259,0.011341,truth
0.079204,0.007435,2.852594,0.170476,0.171502,0.541772,0.009625,0.086670,-32.930658,1.663167,-0.100014,0.055425,-0.262573,-0.031702,0.086527,-0.161210,-0.000204,-0.220187,-0.160631,-0.026033,-0.170568,0.012302,0.003941,0.023733,0.016656,0.020597,0.006424,0.014548,0.003748,0.009639,0.017120,0.021186,0.004712,0.016663,0.048110,0.007699,0.483307,0.079916,0.057126,0.422581,0.007514,0.084224,5.848537,0.979133,0.654791,0.495693,0.486206,0.406987,0.355899,0.298279,0.291397,0.293619,0.250715,0.229257,0.259417,0.015489,0.004384,0.025061,0.020093,0.021218,0.007481,0.015731,0.006152,0.010486,0.015218,0.023701,0.005066,0.009816,truth
0.083417,0.007458,2.932006,0.224868,0.216362,0.542422,0.005947,0.050726,-36.626884,1.480142,-0.033282,0.168201,-0.042265,0.208401,-0.062997,-0.165856,-0.097444,-0.218063,-0.210877,-0.017341,-0.107640,0.015449,0.003147,0.016437,0.015436,0.041435,0.012755,0.018573,0.002056,0.005052,0.015460,0.022938,0.002949,0.020410,0.043940,0.010740,0.385668,0.075631,0.050162,0.322304,0.004641,0.055085,5.166692,0.722229,0.458085,0.512532,0.374726,0.322742,0.254954,0.268874,0.235565,0.230159,0.239925,0.210405,0.221064,0.017658,0.003358,0.015868,0.014780,0.027369,0.015966,0.016907,0.002620,0.004634,0.017211,0.020208,0.002625,0.010436,truth
0.047772,0.010025,2.896733,0.123200,0.169658,0.318212,0.013021,0.048756,-31.363873,2.616255,0.130967,-0.016727,-0.551098,0.097784,-0.170402,-0.248993,-0.097161,-0.211868,0.063748,-0.151513,-0.043652,0.020485,0.008584,0.021543,0.019452,0.035456,0.030552,0.025827,0.003103,0.011484,0.012990,0.016792,0.010005,0.025830,0.033444,0.011914,0.437286,0.054442,0.051700,0.347034,0.010949,0.049483,5.497794,1.070818,0.656374,0.433682,0.504722,0.360835,0.332492,0.312418,0.286052,0.256853,0.251760,0.226532,0.218210,0.022189,0.012034,0.023666,0.025924,0.037255,0.033462,0.024103,0.005633,0.015110,0.015269,0.019096,0.015159,0.013497,truth
0.054923,0.010069,2.915871,0.146587,0.177663,0.372147,0.013700,0.048637,-33.085780,2.482408,0.072009,-0.038953,-0.537949,0.106241,-0.096831,-0.247418,-0.041880,-0.269241,0.059591,-0.107150,-0.082338,0.018991,0.007882,0.017624,0.015756,0.039828,0.029427,0.024577,0.003492,0.011339,0.013160,0.014754,0.007730,0.023988,0.034447,0.012711,0.437673,0.067458,0.054992,0.370776,0.011943,0.056938,5.690745,1.003036,0.584367,0.362556,0.514754,0.365912,0.320231,0.304303,0.293765,0.302586,0.236204,0.223615,0.195337,0.019152,0.011533,0.018644,0.021491,0.043962,0.035595,0.024300,0.005909,0.015468,0.014777,0.014941,0.011819,0.013077,truth
0.076204,0.003218,2.911483,0.190249,0.186587,0.515705,0.008344,0.068109,-34.533515,1.772692,0.223262,0.062339,-0.241448,0.067754,0.015747,0.129416,-0.036341,-0.264232,-0.063931,-0.173544,-0.098605,0.017823,0.007059,0.018765,0.015149,0.031871,0.008003,0.016603,0.001482,0.004734,0.021545,0.015603,0.005413,0.017950,0.046527,0.004173,0.396979,0.074676,0.050086,0.353216,0.006890,0.064148,4.679082,1.135160,0.701889,0.450292,0.488037,0.346970,0.322886,0.304557,0.245689,0.233651,0.199595,0.189497,0.161761,0.019071,0.008307,0.016782,0.016812,0.025879,0.009006,0.016089,0.001915,0.005376,0.023292,0.017196,0.006226,0.009895,truth
0.072703,0.002112,2.916138,0.200260,0.197044,0.515165,0.007060,0.058938,-35.641815,1.816314,0.269228,0.065385,-0.297130,0.065141,0.038498,0.056797,0.048321,-0.237217,-0.092287,-0.126383,-0.128289,0.021507,0.007159,0.021146,0.014446,0.035229,0.008460,0.018914,0.001411,0.004924,0.020069,0.015478,0.005938,0.019668,0.041920,0.002939,0.380101,0.067469,0.045715,0.343566,0.005089,0.059264,4.165387,1.008398,0.621595,0.431477,0.446961,0.330615,0.302840,0.285873,0.247871,0.245230,0.187484,0.171839,0.166911,0.021151,0.009245,0.019124,0.015554,0.022044,0.009247,0.017570,0.001841,0.005761,0.021104,0.015420,0.006715,0.009392,truth
0.046050,0.010156,2.971892,0.122233,0.164215,0.328437,0.010642,0.048958,-30.424878,2.402206,0.209695,-0.143395,-0.450522,0.589142,-0.361071,0.104369,-0.186865,-0.032982,-0.121195,0.086388,-0.015410,0.017983,0.008236,0.011239,0.009668,0.035638,0.035012,0.040878,0.002328,0.008303,0.011669,0.012063,0.009921,0.024588,0.032869,0.011334,0.373758,0.057437,0.052151,0.299630,0.007263,0.044733,5.226184,0.803505,0.681855,0.454839,0.521523,0.455720,0.339059,0.300089,0.265786,0.252311,0.237824,0.243885,0.205817,0.020062,0.011875,0.011356,0.011172,0.031951,0.036489,0.032182,0.003697,0.011642,0.013581,0.013655,0.014403,0.011894,truth
0.055139,0.007364,2.973591,0.135133,0.165753,0.380033,0.010751,0.056917,-31.321122,2.274612,0.242826,-0.145317,-0.525065,0.562570,-0.396965,0.104003,-0.202967,0.019455,-0.131715,0.067540,0.020109,0.016171,0.011153,0.010892,0.007376,0.029635,0.035755,0.040903,0.001929,0.009662,0.014404,0.009888,0.005980,0.023795,0.038912,0.008244,0.398604,0.061545,0.051607,0.312674,0.007842,0.052633,4.922085,0.882056,0.634471,0.436919,0.506415,0.466790,0.354601,0.295686,0.264418,0.242654,0.234081,0.223762,0.200355,0.016905,0.014900,0.011403,0.008001,0.027229,0.037291,0.032696,0.003307,0.012417,0.017292,0.011641,0.008574,0.011747,truth
0.071823,0.017057,3.034715,0.192885,0.201228,0.453412,0.011088,0.047244,-34.196711,1.682780,0.056539,-0.104756,-0.262298,-0.028221,-0.070698,-0.135230,-0.080859,-0.296923,-0.257164,-0.231107,-0.213883,0.032565,0.013246,0.037311,0.020600,0.031643,0.007829,0.010451,0.003092,0.005520,0.008535,0.008885,0.005970,0.026674,0.043590,0.019012,0.340280,0.064091,0.044568,0.335518,0.010570,0.051894,4.701108,0.897082,0.546207,0.550687,0.425826,0.304821,0.289038,0.283304,0.231945,0.280592,0.276054,0.287592,0.313043,0.038434,0.018155,0.037037,0.023984,0.027737,0.011497,0.013258,0.004970,0.007780,0.012134,0.010114,0.008851,0.014713,truth
0.053935,0.023053,2.958670,0.116734,0.151048,0.361211,0.015739,0.069504,-28.628062,1.827723,-0.005119,-0.147222,-0.628411,-0.113900,-0.027156,-0.086327,-0.008168,-0.396578,-0.356064,-0.235985,-0.428521,0.043909,0.016191,0.039206,0.021464,0.015220,0.009669,0.008486,0.004364,0.003541,0.005350,0.013771,0.015072,0.027888,0.042028,0.020647,0.442371,0.045578,0.044324,0.333738,0.012468,0.065734,3.981418,1.132524,0.613840,0.589724,0.475567,0.411563,0.337250,0.306525,0.330532,0.338310,0.300415,0.283975,0.339292,0.045366,0.021688,0.038172,0.028574,0.021393,0.013492,0.011239,0.008054,0.004688,0.006656,0.022303,0.019886,0.014535,truth
0.050676,0.014445,2.853952,0.115367,0.151923,0.323037,0.011933,0.064900,-28.764586,2.374639,0.050277,-0.546792,-0.588329,0.410832,-0.228487,0.055446,-0.251754,0.030132,-0.102470,-0.005157,-0.122937,0.020474,0.013483,0.030197,0.018083,0.022544,0.014449,0.013992,0.006049,0.010621,0.014540,0.012216,0.005072,0.020420,0.043478,0.014851,0.424931,0.045372,0.041799,0.333825,0.007645,0.062454,3.945896,0.927169,0.667918,0.482469,0.432553,0.439440,0.365870,0.309155,0.255349,0.249222,0.222664,0.204178,0.183421,0.025236,0.015834,0.028671,0.021524,0.018393,0.018008,0.014394,0.009885,0.011829,0.016772,0.012413,0.005793,0.010720,truth
